Time;Humidity;Atmospheric_Temp;Soil_Temp;Soil_Moisture
2017-11-13 21:00:21+00:00;1.771.179.073.542.830;12.168.104.835.759.200;10,15;31
2017-11-13 22:00:21+00:00;606.944.117.916.066;13.862.657.980.186.700;10,05;100
2017-11-13 23:00:21+00:00;4.141.489.833.469.490;1.789.243.218.094.130;13,64;100
2017-11-14 00:00:21+00:00;4.012.735.000.423.390;15.038.395.477.373.700;12,53;97
2017-11-14 01:00:21+00:00;4.123.670.612.667.330;6.494.169.053.597.200;8,86;55
2017-11-14 02:00:21+00:00;2.804.407.385.827.220;10.553.875.467.757.100;9,06;77
2017-11-14 03:00:21+00:00;3.091.542.788.789.940;9.058.129.272.378.010;0,86;12
2017-11-14 04:00:21+00:00;5.854.628.112.485.200;115.025.292.071.989;7,43;100
2017-11-14 05:00:21+00:00;3.465.442.084.480.940;12.867.780.588.812.800;7,80;8
2017-11-14 06:00:21+00:00;24.627.480.494.178.100;19.723.282.159.416.700;14,03;100
2017-11-14 07:00:21+00:00;516.870.478.107.929;15.966.909.676.653.300;12,42;100
2017-11-14 08:00:21+00:00;2.566.145.434.371.750;14.389.781.625.012.700;1,20;100
2017-11-14 09:00:21+00:00;4.112.818.452.592.270;1.460.185.475.354.120;12,64;100
2017-11-14 10:00:21+00:00;5.277.371.628.095.000;1.467.766.233.917.910;1,35;88
2017-11-14 11:00:21+00:00;3.491.097.282.715.270;9.273.869.968.837.660;9,93;100
2017-11-14 12:00:21+00:00;9.033.993.788.020.540;1.010.585.404.124.210;3,93;100
2017-11-14 13:00:21+00:00;4.640.561.506.749.120;14.629.695.398.452.500;9,74;63
2017-11-14 14:00:21+00:00;519.040.122.563.009;13.537.081.793.462.600;14,16;100
2017-11-14 15:00:21+00:00;35.530.750.065.162.800;14.258.342.468.129.500;12,10;67
2017-11-14 16:00:21+00:00;31.204.030.180.804.400;17.419.579.295.109.700;1,37;49
2017-11-14 17:00:21+00:00;36.009.415.794.824.900;1.184.621.865.600.040;5,02;100
2017-11-14 18:00:21+00:00;3.709.477.484.785.420;12.628.454.148.128.800;50,00;100
2017-11-14 19:00:21+00:00;30.900.250.683.814.200;14.123.793.940.498.600;13,07;85
2017-11-14 20:00:21+00:00;59.710.637.809.297.900;9.395.691.038.189.570;6,58;87
2017-11-14 21:00:21+00:00;39.555.238.838.362.000;9.951.371.053.025.970;9,05;60
2017-11-14 22:00:21+00:00;34.477.564.345.192.000;16.831.973.394.168.300;1,27;81
2017-11-14 23:00:21+00:00;4.581.386.440.721.040;12.811.356.178.039.200;14,61;100
2017-11-15 00:00:21+00:00;30.666.245.702.090.000;12.335.622.959.266.900;9,78;17
2017-11-15 01:00:21+00:00;32.203.141.277.599.200;14.110.353.731.426.900;8,31;71
2017-11-15 02:00:21+00:00;4.358.657.808.768.050;9.474.913.722.951.960;8,74;17
2017-11-15 03:00:21+00:00;3.535.681.462.471.700;12.780.805.893.084.500;10,37;82
2017-11-15 04:00:21+00:00;45.723.462.154.104.000;1.213.108.127.270.570;8,46;55
2017-11-15 05:00:21+00:00;3.122.957.527.223.180;14.416.402.517.694.600;11,93;100
2017-11-15 06:00:21+00:00;4.293.139.735.522.760;840.500.320.608.641;8,82;100
2017-11-15 07:00:21+00:00;4.665.675.185.609.220;11.581.406.424.812.300;8,79;78
2017-11-15 08:00:21+00:00;4.904.211.934.672.570;12.407.798.333.430.600;8,02;7
2017-11-15 09:00:21+00:00;10.667.046.375.559.800;12.348.848.038.382.700;10,29;19
2017-11-15 10:00:21+00:00;3.838.029.435.391.860;16.076.248.355.875.300;11,58;54
2017-11-15 11:00:21+00:00;4.712.520.300.829.610;11.615.271.040.319.500;9,95;46
2017-11-15 12:00:21+00:00;2.025.167.086.476.950;20.986.761.481.628.300;19,32;100
2017-11-15 13:00:21+00:00;4.860.029.512.638.870;15.337.191.680.635.500;1,00;77
2017-11-15 14:00:21+00:00;3.871.985.614.747.250;1.234.470.250.979.840;6,18;100
2017-11-15 15:00:21+00:00;2.943.686.100.128.600;14.991.650.297.414.800;16,58;100
2017-11-15 16:00:21+00:00;4.031.839.664.514.570;152.877.261.798.259;12,50;39
2017-11-15 17:00:21+00:00;463.893.759.062.521;12.772.256.793.037.600;7,72;7
2017-11-15 18:00:21+00:00;6.885.095.050.641.740;16.319.340.257.290.400;11,05;100
2017-11-15 19:00:21+00:00;5.721.575.872.721.100;11.157.908.339.969.500;7,98;1
2017-11-15 20:00:21+00:00;10.054.203.488.358.400;1.494.745.154.632.430;12,56;38
2017-11-15 21:00:21+00:00;21.535.515.749.814.500;13.270.559.448.120.100;50,00;66
2017-11-15 22:00:21+00:00;53.515.942.156.289.000;14.227.436.462.951.200;12,78;5
2017-11-15 23:00:21+00:00;47.157.992.626.436.700;14.080.065.840.079.200;9,89;100
2017-11-16 00:00:21+00:00;2.977.340.961.872.360;13.568.960.425.014.600;13,82;92
2017-11-16 01:00:21+00:00;46.800.355.814.277.700;1.832.031.282.568.380;15,43;100
2017-11-16 02:00:21+00:00;40.506.151.689.034.500;12.105.711.844.154.000;11,47;59
2017-11-16 03:00:21+00:00;3.932.721.668.804.230;11.609.372.072.298.300;8,82;100
2017-11-16 04:00:21+00:00;-12.979.070.095.904.400;13.310.412.751.868.300;11,14;69
2017-11-16 05:00:21+00:00;2.112.388.578.961.830;16.686.778.495.036.600;1,61;11
2017-11-16 06:00:21+00:00;3.081.979.607.818.660;1.361.764.184.005.600;9,19;100
2017-11-16 07:00:21+00:00;5.510.240.954.749.740;13.351.584.054.791.300;1,16;7
2017-11-16 08:00:21+00:00;46.003.590.097.166.000;1.217.697.201.232.280;1,08;100
2017-11-16 09:00:21+00:00;3.527.060.859.998.070;12.344.916.485.188.300;12,60;30
2017-11-16 10:00:21+00:00;5.140.372.464.071.920;161.200.240.235.934;1,16;51
2017-11-16 11:00:21+00:00;2.903.458.303.085.800;1.337.393.589.839.000;0,90;100
2017-11-16 12:00:21+00:00;17.256.429.406.897.300;14.142.764.155.017.600;13,69;100
2017-11-16 13:00:21+00:00;23.578.888.071.488.200;11.831.589.595.932.000;9,02;54
2017-11-16 14:00:21+00:00;3.871.812.159.198.730;15.409.785.794.618.000;10,53;100
2017-11-16 15:00:21+00:00;4.848.874.428.112.490;16.492.502.294.006.400;12,20;100
2017-11-16 16:00:21+00:00;3.678.133.191.816.320;1.127.471.773.643.690;6,25;63
2017-11-16 17:00:21+00:00;49.118.829.716.615.100;1.133.612.580.553.050;9,01;93
2017-11-16 18:00:21+00:00;3.627.533.987.715.600;11.476.519.127.614.300;3,42;100
2017-11-16 19:00:21+00:00;4.262.349.558.498.160;160.376.731.878.057;13,36;100
2017-11-16 20:00:21+00:00;5.847.779.597.000.420;11.193.702.324.122.800;5,87;9
2017-11-16 21:00:21+00:00;428.856.152.145.447;12.690.350.794.773.000;12,69;76
2017-11-16 22:00:21+00:00;27.144.173.912.511.900;11.136.698.841.222.600;7,50;17
2017-11-16 23:00:21+00:00;3.731.303.981.129.150;17.629.343.782.560.200;12,45;100
2017-11-17 00:00:21+00:00;3.736.582.319.797.250;12.235.244.494.893.100;9,87;18
2017-11-17 01:00:21+00:00;29.334.398.226.769.100;17.560.163.494.946.200;14,83;7
2017-11-17 02:00:21+00:00;25.371.490.963.454.200;1.346.071.112.071.850;10,84;49
2017-11-17 03:00:21+00:00;645.927.740.758.157;1.232.785.353.660.280;6,62;67
2017-11-17 04:00:21+00:00;31.408.229.630.227.100;15.463.199.524.513.900;12,61;77
2017-11-17 05:00:21+00:00;5.662.091.145.313.390;13.429.816.789.498.200;10,59;65
2017-11-17 06:00:21+00:00;26.060.683.008.684.800;16.946.000.267.799.900;13,32;1
2017-11-17 07:00:21+00:00;2.592.564.633.453.550;12.999.777.525.465.100;11,56;44
2017-11-17 08:00:21+00:00;3.281.863.581.094.510;12.429.146.943.576.700;8,40;89
2017-11-17 09:00:21+00:00;16.828.718.582.145.900;12.419.426.504.581.400;7,67;82
2017-11-17 10:00:21+00:00;27.335.150.597.353.100;1.654.015.321.780.350;1,45;100
2017-11-17 11:00:21+00:00;3.852.971.093.383.240;14.133.650.367.966.600;7,41;89
2017-11-17 12:00:21+00:00;1.913.567.008.649.310;11.735.917.780.513.500;9,95;95
2017-11-17 13:00:21+00:00;5.195.082.134.774.330;10.042.461.326.529.200;5,61;44
2017-11-17 14:00:21+00:00;3.589.549.600.919.590;14.037.572.874.124.600;14,03;100
2017-11-17 15:00:21+00:00;3.864.813.771.766.280;11.249.074.156.974.400;6,09;30
2017-11-17 16:00:21+00:00;32.160.852.497.428.100;9.235.837.167.936.890;4,52;83
2017-11-17 17:00:21+00:00;3.735.290.104.665.060;16.166.337.646.863.900;1,76;89
2017-11-17 18:00:21+00:00;4.656.521.330.721.310;10.535.138.098.169.300;1,10;100
2017-11-17 19:00:21+00:00;40.342.508.777.054.300;9.189.745.505.193.810;5,74;100
2017-11-17 20:00:21+00:00;50.172.832.836.625.900;13.191.522.371.991.800;0,81;73
2017-11-17 21:00:21+00:00;37.645.001.394.723.200;12.797.858.419.432.600;8,39;21
2017-11-17 22:00:21+00:00;4.712.001.305.620.660;11.406.418.261.778.500;0,98;100
2017-11-17 23:00:21+00:00;40.781.656.099.824.000;14.056.300.178.774.800;11,81;41
2017-11-18 00:00:21+00:00;918.770.702.273.181;12.805.430.102.976.300;9,45;57
2017-11-18 01:00:21+00:00;22.135.090.774.542.100;18.860.378.894.300.200;1,85;71
2017-11-18 02:00:21+00:00;25.183.741.459.803.500;13.057.197.857.951.000;8,87;100
2017-11-18 03:00:21+00:00;26.564.610.910.059.300;10.437.830.855.451.000;0,46;100
2017-11-18 04:00:21+00:00;21.479.484.754.321.000;14.253.377.365.119.100;1,67;100
2017-11-18 05:00:21+00:00;4.966.016.547.926.320;14.454.392.763.634.300;13,39;89
2017-11-18 06:00:21+00:00;55.237.920.294.270.200;12.712.320.714.504.600;9,76;36
2017-11-18 07:00:21+00:00;1.617.246.818.035.190;9.489.596.004.723.400;8,01;63
2017-11-18 08:00:21+00:00;4.417.979.576.325.900;17.277.199.710.373.800;14,06;100
2017-11-18 09:00:21+00:00;44.413.641.820.642.100;10.462.306.285.442.000;50,00;100
2017-11-18 10:00:21+00:00;63.144.908.149.578.700;15.668.738.007.310.900;12,50;100
2017-11-18 11:00:21+00:00;3.337.089.576.805.890;16.515.958.655.018.200;14,08;90
2017-11-18 12:00:21+00:00;16.077.235.135.281.800;12.773.075.320.873.700;10,99;100
2017-11-18 13:00:21+00:00;14.870.289.233.033.600;15.658.844.397.154.800;7,76;100
2017-11-18 14:00:21+00:00;4.891.258.959.696.590;15.871.250.587.938.600;13,07;94
2017-11-18 15:00:21+00:00;25.735.609.631.524.900;10.923.928.774.171.600;9,67;10
2017-11-18 16:00:21+00:00;4.333.950.576.306.780;17.093.896.312.423.500;1,36;100
2017-11-18 17:00:21+00:00;348.846.973.459.073;14.324.019.628.470.200;9,03;82
2017-11-18 18:00:21+00:00;49.015.010.136.930.700;8.273.778.152.492.940;9,24;95
2017-11-18 19:00:21+00:00;15.559.710.501.222.900;14.005.810.769.948.400;1,11;67
2017-11-18 20:00:21+00:00;36.970.407.297.436.900;12.169.041.098.061.200;9,31;100
2017-11-18 21:00:21+00:00;4.519.842.061.668.900;14.606.840.715.917.600;1,14;30
2017-11-18 22:00:21+00:00;4.501.511.967.117.660;11.972.156.751.264.300;6,65;43
2017-11-18 23:00:21+00:00;4.848.697.012.632.400;119.872.609.320.782;13,50;71
2017-11-19 00:00:21+00:00;15.046.232.107.515.100;1.101.230.997.794.540;1,11;62
2017-11-19 01:00:21+00:00;33.858.141.531.061.300;14.070.572.196.179.300;9,88;100
2017-11-19 02:00:21+00:00;3.469.803.042.278.010;14.787.124.476.402.000;50,00;89
2017-11-19 03:00:21+00:00;5.432.280.021.591.320;13.518.307.873.888.600;1,19;10
2017-11-19 04:00:21+00:00;709.529.165.256.448;12.811.723.040.821.400;1,17;32
2017-11-19 05:00:21+00:00;538.503.017.968.896;13.759.515.527.966.400;11,14;93
2017-11-19 06:00:21+00:00;45.994.679.976.629.800;16.089.245.331.856.200;1,22;4
2017-11-19 07:00:21+00:00;422.942.400.534.618;11.001.907.926.536.800;5,47;100
2017-11-19 08:00:21+00:00;372.730.215.255.107;1.028.263.137.230.130;0,94;52
2017-11-19 09:00:21+00:00;5.288.959.854.746.560;1.061.207.251.313.080;5,12;100
2017-11-19 10:00:21+00:00;3.971.051.287.791.840;9.548.598.518.200.710;8,19;100
2017-11-19 11:00:21+00:00;30.487.447.633.287.300;11.065.556.496.777.500;10,31;96
2017-11-19 12:00:21+00:00;3.365.856.528.343.810;1.629.365.736.050.160;12,42;99
2017-11-19 13:00:21+00:00;28.281.977.656.650.600;9.402.037.857.683.600;7,01;100
2017-11-19 14:00:21+00:00;12.028.107.221.685.500;1.291.565.843.490.370;50,00;65
2017-11-19 15:00:21+00:00;13.016.916.435.066.600;15.142.151.383.852.600;10,26;100
2017-11-19 16:00:21+00:00;3.609.847.423.759.660;13.553.701.706.897.000;9,89;85
2017-11-19 17:00:21+00:00;8.503.208.900.294.100;15.641.768.405.892.600;0,93;96
2017-11-19 18:00:21+00:00;2.134.320.802.112.660;12.117.581.135.794.500;12,26;20
2017-11-19 19:00:21+00:00;4.202.122.208.479.270;1.232.952.607.464.840;8,31;100
2017-11-19 20:00:21+00:00;26.339.080.254.528.000;12.579.469.734.142.300;9,13;91
2017-11-19 21:00:21+00:00;1.927.942.556.576.100;14.867.411.150.229.900;15,46;100
2017-11-19 22:00:21+00:00;18.622.900.467.490.200;20.148.710.820.250.100;18,16;76
2017-11-19 23:00:21+00:00;5.083.535.713.664.170;13.506.786.376.528.300;14,32;100
2017-11-20 00:00:21+00:00;46.372.390.254.593.400;12.951.316.133.373.900;12,91;100
2017-11-20 01:00:21+00:00;25.820.816.818.042.400;11.188.492.253.446.900;10,34;93
2017-11-20 02:00:21+00:00;4.015.170.296.950.550;17.747.004.416.179.400;12,59;96
2017-11-20 03:00:21+00:00;3.728.465.646.529.180;12.586.655.304.688.100;7,12;65
2017-11-20 04:00:21+00:00;46.668.872.133.804.400;12.026.034.481.723.000;11,22;100
2017-11-20 05:00:21+00:00;5.210.698.943.403.720;13.015.736.237.953.800;9,32;100
2017-11-20 06:00:21+00:00;11.705.849.368.568.800;17.946.686.329.055.400;0,97;44
2017-11-20 07:00:21+00:00;4.148.025.375.443.900;12.163.397.929.745.500;1,06;67
2017-11-20 08:00:21+00:00;3.606.607.376.641.920;13.464.026.804.757.600;11,23;100
2017-11-20 09:00:21+00:00;5.201.968.388.348.920;7.420.843.794.580.230;33,34;34
2017-11-20 10:00:21+00:00;12.611.567.381.544.700;1.590.328.919.710.620;15,52;100
2017-11-20 11:00:21+00:00;1.940.446.680.684.460;12.830.549.918.402.500;8,52;18
2017-11-20 12:00:21+00:00;35.894.273.377.561.500;1.573.772.655.832.950;17,05;2
2017-11-20 13:00:21+00:00;31.421.838.240.884.700;15.062.921.186.070.500;14,68;1
2017-11-20 14:00:21+00:00;3.990.493.983.505.520;13.910.460.355.183.200;13,15;100
2017-11-20 15:00:21+00:00;15.009.336.482.076.400;12.433.650.767.297.400;0,87;11
2017-11-20 16:00:21+00:00;5.076.937.152.526.670;13.678.770.823.852.300;11,29;96
2017-11-20 17:00:21+00:00;39.178.258.428.255.800;10.272.888.487.388.000;8,76;54
2017-11-20 18:00:21+00:00;3.764.989.225.962.500;14.070.388.700.748.400;1,07;4
2017-11-20 19:00:21+00:00;33.135.062.298.905;14.867.226.995.786.500;11,93;67
2017-11-20 20:00:21+00:00;2.078.039.025.923.570;13.723.897.759.511.000;14,44;100
2017-11-20 21:00:21+00:00;2.558.438.769.907.000;13.612.634.012.765.500;9,49;100
2017-11-20 22:00:21+00:00;57.128.204.949.975.600;1.205.464.739.986.770;10,56;100
2017-11-20 23:00:21+00:00;3.667.073.198.641.430;1.313.560.138.296.650;9,38;68
2017-11-21 00:00:21+00:00;3.672.562.477.007.100;10.863.919.574.675.900;5,54;100
2017-11-21 01:00:21+00:00;47.009.044.746.586.200;12.201.535.674.899.500;11,88;83
2017-11-21 02:00:21+00:00;23.473.121.508.496.400;18.534.396.218.464.300;15,64;16
2017-11-21 03:00:21+00:00;4.096.957.902.056.320;13.740.324.459.806.400;1,30;82
2017-11-21 04:00:21+00:00;3.703.907.015.067.860;14.702.703.570.588.700;9,85;60
2017-11-21 05:00:21+00:00;31.971.830.198.601.700;13.461.348.593.999.100;0,10;100
2017-11-21 06:00:21+00:00;2.927.042.460.358.120;13.684.241.922.448.900;11,74;2
2017-11-21 07:00:21+00:00;4.390.771.985.507.640;13.851.153.874.667.300;1,26;100
2017-11-21 08:00:21+00:00;42.885.782.565.565.500;12.940.472.342.635.800;12,74;0
2017-11-21 09:00:21+00:00;2.527.897.830.051.860;14.964.442.030.679.300;11,77;100
2017-11-21 10:00:21+00:00;42.268.593.115.203.300;11.788.572.889.815.400;10,44;100
2017-11-21 11:00:21+00:00;2.261.114.683.891.810;9.926.701.587.782.300;11,52;100
2017-11-21 12:00:21+00:00;26.506.083.598.707.900;14.002.340.400.518.900;10,44;34
2017-11-21 13:00:21+00:00;3.932.140.671.716.590;16.238.111.894.699.700;13,55;100
2017-11-21 14:00:21+00:00;39.450.109.387.640.700;11.949.965.566.504.300;0,09;86
2017-11-21 15:00:21+00:00;209.670.461.948.244;15.427.933.087.964.300;12,76;100
2017-11-21 16:00:21+00:00;39.441.467.011.660.900;151.564.834.077.069;14,90;89
2017-11-21 17:00:21+00:00;3.167.556.363.374.200;17.310.239.606.977.900;12,66;100
2017-11-21 18:00:21+00:00;4.733.281.780.765.530;18.046.458.480.110.000;12,75;100
2017-11-21 19:00:21+00:00;4.036.353.809.803.720;14.932.558.647.224.800;13,70;42
2017-11-21 20:00:21+00:00;21.169.874.765.452.500;13.234.398.783.679.400;13,61;37
2017-11-21 21:00:21+00:00;3.946.518.383.750.080;9.603.653.552.554.720;4,77;100
2017-11-21 22:00:21+00:00;2.478.626.157.706.900;15.894.171.427.860.100;12,04;100
2017-11-21 23:00:21+00:00;3.544.440.602.041.840;1.626.984.053.298.380;13,65;11
2017-11-22 00:00:21+00:00;40.779.477.661.037.300;12.900.419.752.321.100;10,41;100
2017-11-22 01:00:21+00:00;4.148.262.722.856.090;14.379.114.155.687.100;11,78;25
2017-11-22 02:00:21+00:00;24.279.820.633.099.900;11.034.412.549.582.800;8,96;4
2017-11-22 03:00:21+00:00;28.333.080.003.652.200;12.073.670.397.612.700;8,19;83
2017-11-22 04:00:21+00:00;3.742.366.450.094.660;10.318.574.785.214.300;3,13;58
2017-11-22 05:00:21+00:00;29.667.108.554.672.800;14.177.726.677.256.200;1,13;100
2017-11-22 06:00:21+00:00;3.057.592.576.869.310;12.555.560.256.546.000;9,59;46
2017-11-22 07:00:21+00:00;2.066.900.247.457.440;16.556.850.794.526.800;10,26;100
2017-11-22 08:00:21+00:00;4.012.126.567.829.680;14.094.576.163.142.600;0,99;100
2017-11-22 09:00:21+00:00;26.887.669.242.898.400;14.381.696.786.751.700;13,29;100
2017-11-22 10:00:21+00:00;31.389.482.245.383.900;13.552.799.417.397.800;10,45;59
2017-11-22 11:00:21+00:00;3.455.024.555.570.720;1.735.766.364.467.460;14,26;100
2017-11-22 12:00:21+00:00;20.805.261.880.724.800;1.704.845.195.735.980;11,50;85
2017-11-22 13:00:21+00:00;1.525.036.458.788.980;13.108.705.112.152.700;1,17;1
2017-11-22 14:00:21+00:00;55.564.728.041.956.100;14.249.110.832.218.700;15,85;98
2017-11-22 15:00:21+00:00;14.255.513.298.953.700;1.695.740.330.510.160;14,61;96
2017-11-22 16:00:21+00:00;4.846.859.651.001.900;10.672.130.178.857.000;0,94;100
2017-11-22 17:00:21+00:00;46.613.634.282.795.200;14.257.688.205.261.300;11,91;100
2017-11-22 18:00:21+00:00;3.566.197.683.322.870;12.675.839.421.316.200;8,82;100
2017-11-22 19:00:21+00:00;532.095.814.690.759;17.097.610.387.206.500;1,56;82
2017-11-22 20:00:21+00:00;4.555.471.590.759.810;1.481.238.268.458.000;1,16;100
2017-11-22 21:00:21+00:00;39.763.996.276.098.100;9.309.142.441.242.140;10,89;60
2017-11-22 22:00:21+00:00;4.093.562.733.185.240;12.516.507.636.528.300;13,59;100
2017-11-22 23:00:21+00:00;4.639.146.809.239.110;16.930.525.850.334.400;12,47;52
2017-11-23 00:00:21+00:00;3.977.087.370.551.080;1.568.910.676.185.200;14,08;100
2017-11-23 01:00:21+00:00;4.747.805.082.668.350;1.099.597.597.950.150;7,62;44
2017-11-23 02:00:21+00:00;5.708.557.894.673.140;11.150.599.751.273.800;11,25;93
2017-11-23 03:00:21+00:00;5.153.098.409.239.220;13.714.584.947.785.800;9,21;61
2017-11-23 04:00:21+00:00;3.163.135.410.134.700;1.339.314.423.267.770;1,12;100
2017-11-23 05:00:21+00:00;24.903.775.027.206.100;12.902.274.778.457.700;1,14;45
2017-11-23 06:00:21+00:00;365.514.566.037.803;1.254.674.853.272.730;1,16;55
2017-11-23 07:00:21+00:00;6.267.379.805.000.110;12.098.906.790.693.900;7,64;8
2017-11-23 08:00:21+00:00;1.830.340.061.805.930;18.996.973.226.352.900;16,11;100
2017-11-23 09:00:21+00:00;33.173.328.382.151.400;12.637.689.934.790.100;1,05;77
2017-11-23 10:00:21+00:00;3.446.538.943.794.370;11.926.058.765.014.600;7,27;71
2017-11-23 11:00:21+00:00;2.421.298.056.004.720;1.475.254.101.392.530;14,11;100
2017-11-23 12:00:21+00:00;37.178.262.618.142.700;13.279.239.709.212.000;1,38;91
2017-11-23 13:00:21+00:00;2.912.660.775.974.420;11.289.372.518.832.800;9,15;51
2017-11-23 14:00:21+00:00;3.513.241.730.608.690;12.918.400.183.816.300;10,07;45
2017-11-23 15:00:21+00:00;3.346.715.080.213.210;13.379.253.472.696.800;0,10;70
2017-11-23 16:00:21+00:00;35.566.269.320.099.900;14.568.997.001.818.700;1,67;100
2017-11-23 17:00:21+00:00;2.293.515.847.836.510;14.284.541.273.263.600;13,31;55
2017-11-23 18:00:21+00:00;30.038.746.895.338.700;11.061.484.474.235.800;7,42;41
2017-11-23 19:00:21+00:00;3.294.084.503.067.090;15.001.805.388.018.700;0,88;100
2017-11-23 20:00:21+00:00;3.425.401.696.051.450;15.689.389.471.335.400;11,70;80
2017-11-23 21:00:21+00:00;36.701.740.402.835.000;10.914.992.726.791.400;7,89;79
2017-11-23 22:00:21+00:00;4.387.283.959.292.110;1.164.075.617.753.850;0,98;48
2017-11-23 23:00:21+00:00;21.682.736.480.733.200;13.099.203.576.475.200;10,57;54
2017-11-24 00:00:21+00:00;31.924.473.087.401.500;14.057.722.639.915.000;1,35;31
2017-11-24 01:00:21+00:00;23.418.651.340.411.900;14.150.029.691.777.500;0,59;36
2017-11-24 02:00:21+00:00;2.239.235.567.278.170;13.421.431.473.554.800;11,81;6
2017-11-24 03:00:21+00:00;41.413.545.091.509.300;10.052.185.352.324.600;9,83;87
2017-11-24 04:00:21+00:00;3.560.099.630.401.720;1.598.038.900.165.390;9,19;100
2017-11-24 05:00:21+00:00;2.958.257.833.602.830;111.193.013.666.417;7,16;100
2017-11-24 06:00:21+00:00;26.662.737.934.069.500;16.801.638.335.637.500;12,47;13
2017-11-24 07:00:21+00:00;1.768.139.799.384.520;163.575.098.958.236;14,10;100
2017-11-24 08:00:21+00:00;5.008.984.570.600.760;10.823.628.011.832.600;7,83;81
2017-11-24 09:00:21+00:00;33.456.606.534.426.400;14.380.190.534.361.000;11,44;97
2017-11-24 10:00:21+00:00;13.548.919.029.744.000;16.827.073.688.185.800;11,88;64
2017-11-24 11:00:21+00:00;35.877.712.154.381.100;14.953.642.597.378.600;12,09;40
2017-11-24 12:00:21+00:00;27.461.734.132.322.100;9.406.332.415.158.870;0,63;100
2017-11-24 13:00:21+00:00;27.866.688.756.760.000;13.434.165.554.388.700;8,99;12
2017-11-24 14:00:21+00:00;4.738.811.713.703.710;15.547.821.224.483.900;12,72;100
2017-11-24 15:00:21+00:00;30.852.890.413.004.200;1.760.313.939.242.550;15,81;97
2017-11-24 16:00:21+00:00;5.694.495.292.493.480;13.196.166.820.831.200;11,08;100
2017-11-24 17:00:21+00:00;7.558.088.726.916.660;9.482.682.671.805.080;0,71;100
2017-11-24 18:00:21+00:00;51.006.233.616.151.800;1.883.357.932.067.760;1,71;93
2017-11-24 19:00:21+00:00;22.140.746.241.690.600;13.227.988.861.310.100;9,67;100
2017-11-24 20:00:21+00:00;5.212.580.433.609.240;17.029.478.343.965.800;13,46;89
2017-11-24 21:00:21+00:00;28.470.850.235.563.400;12.898.890.347.440.800;12,66;14
2017-11-24 22:00:21+00:00;4.141.023.360.916.680;14.858.872.172.335.000;11,03;88
2017-11-24 23:00:21+00:00;5.390.865.347.129.560;11.862.066.295.657.300;0,84;100
2017-11-25 00:00:21+00:00;21.865.346.176.641.700;11.909.149.992.875.700;11,01;9
2017-11-25 01:00:21+00:00;35.347.744.742.002.000;17.915.277.434.362.800;12,34;55
2017-11-25 02:00:21+00:00;3.614.672.024.948.550;15.804.878.509.739.800;15,05;39
2017-11-25 03:00:21+00:00;24.433.260.298.529.100;13.457.310.649.554.900;6,89;47
2017-11-25 04:00:21+00:00;11.443.407.526.204.100;1.579.226.232.936.630;12,78;100
2017-11-25 05:00:21+00:00;45.380.578.897.493.700;1.188.050.894.355.500;8,20;100
2017-11-25 06:00:21+00:00;17.458.806.551.105.000;1.352.885.197.417.550;11,50;90
2017-11-25 07:00:21+00:00;43.785.471.121.765.200;13.773.110.542.115.600;13,95;94
2017-11-25 08:00:21+00:00;33.840.100.491.329.200;11.685.050.406.978.200;7,03;100
2017-11-25 09:00:21+00:00;5.355.759.396.004.610;11.367.250.430.999.500;6,28;1
2017-11-25 10:00:21+00:00;22.923.036.181.727.100;8.943.311.816.369.510;9,46;100
2017-11-25 11:00:21+00:00;3.552.869.262.736.530;11.177.774.919.330.100;8,48;87
2017-11-25 12:00:21+00:00;6.058.440.939.572.150;1.795.962.408.014.850;14,20;7
2017-11-25 13:00:21+00:00;28.208.247.788.826.800;9.213.961.114.469.760;50,00;100
2017-11-25 14:00:21+00:00;5.655.980.989.194.320;13.441.124.137.499.300;10,03;56
2017-11-25 15:00:21+00:00;2.538.174.314.615.620;1.389.530.177.093.600;9,29;100
2017-11-25 16:00:21+00:00;3.785.249.329.169.130;12.919.130.091.250.100;9,85;100
2017-11-25 17:00:21+00:00;23.798.193.031.715.300;15.646.312.825.824.200;10,83;19
2017-11-25 18:00:21+00:00;42.471.821.333.965.100;12.857.787.948.501.600;1,23;96
2017-11-25 19:00:21+00:00;18.473.118.926.439.100;15.838.266.222.905.500;11,56;54
2017-11-25 20:00:21+00:00;28.153.109.951.058.300;14.857.269.565.045.600;1,45;4
2017-11-25 21:00:21+00:00;3.039.126.104.063.040;10.241.956.061.887.200;9,53;100
2017-11-25 22:00:21+00:00;252.992.418.004.692;16.343.048.297.231.200;1,11;100
2017-11-25 23:00:21+00:00;54.654.226.707.509.500;12.763.833.548.470.900;8,08;94
2017-11-26 00:00:21+00:00;2.743.136.840.323.490;9.179.745.762.379.190;6,90;79
2017-11-26 01:00:21+00:00;3.666.139.860.700.820;14.668.459.326.636.700;1,03;100
2017-11-26 02:00:21+00:00;59.582.691.946.224.500;12.828.687.775.613.600;8,78;100
2017-11-26 03:00:21+00:00;3.716.606.762.916.840;17.476.311.927.585.300;15,66;100
2017-11-26 04:00:21+00:00;2.694.863.140.076.600;16.183.055.937.017.800;1,35;26
2017-11-26 05:00:21+00:00;623.732.725.382.306;11.336.135.147.264.400;11,53;35
2017-11-26 06:00:21+00:00;489.089.622.889.007;15.827.357.943.421.200;10,52;19
